"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"385",13011,"GA","Banks County, GA","Low","Low","Low","Low",102217,1509
"386",13013,"GA","Barrow County, GA","Low","Low","Low","High",456504,9360
"387",13015,"GA","Bartow County, GA","Low","Low","Low","Low",664035,18077
"388",13017,"GA","Ben Hill County, GA","High","Low","High","High",146494,4196
"389",13019,"GA","Berrien County, GA","Low","Low","Low","Low",759992,21755
"390",13021,"GA","Bibb County, GA","High","Low","Low","High",1240216,33211
"391",13023,"GA","Bleckley County, GA","Low","Low","Low","High",89879,3577
"392",13025,"GA","Brantley County, GA","Low","Low","Low","Low",93754,2139
"393",13027,"GA","Brooks County, GA","Low","Low","Low","High",157518,8066
"394",13029,"GA","Bryan County, GA","Low","Low","High","High",465448,4442
"395",13031,"GA","Bulloch County, GA","Low","Low","Low","High",488052,5832
"396",13033,"GA","Burke County, GA","High","Low","Low","High",692542,11430
"397",13035,"GA","Butts County, GA","Low","Low","Low","High",157599,9169
"398",13037,"GA","Calhoun County, GA","Low","Low","High","High",1886012,37917
"399",13039,"GA","Camden County, GA","Low","Low","High","High",3277962,144154
"400",13043,"GA","Candler County, GA","Low","Low","Low","High",80021,3460
"401",13045,"GA","Carroll County, GA","Low","Low","Low","High",2260927,67235
"402",13047,"GA","Catoosa County, GA","Low","Low","Low","Low",257353,3750
"403",13049,"GA","Charlton County, GA","Low","Low","Low","High",113221,1788
"404",13051,"GA","Chatham County, GA","High","Low","Low","High",1898359,40962
"405",13053,"GA","Chattahoochee County, GA","Low","Low","Low","High",274008,317
"406",13055,"GA","Chattooga County, GA","High","Low","High","Low",146289,3684
"407",13057,"GA","Cherokee County, GA","Low","Low","Low","Low",2509424,40122
"408",13059,"GA","Clarke County, GA","Low","Low","High","High",1389954,20822
"409",13061,"GA","Clay County, GA","High","Low","High","High",2512056,50879
"410",13063,"GA","Clayton County, GA","High","Low","Low","High",1584814,33843
"411",13065,"GA","Clinch County, GA","Low","Low","High","High",72119,1635
"412",13067,"GA","Cobb County, GA","Low","Low","High","High",4129249,88649
"413",13069,"GA","Coffee County, GA","Low","Low","Low","High",1034170,16086
"414",13071,"GA","Colquitt County, GA","Low","Low","Low","High",414727,7415
"415",13073,"GA","Columbia County, GA","Low","Low","Low","High",2307534,47395
"416",13075,"GA","Cook County, GA","Low","Low","High","High",39517798,1270745
"417",13077,"GA","Coweta County, GA","Low","Low","Low","High",644912,9304
"418",13079,"GA","Crawford County, GA","Low","Low","Low","High",1524601,16985
"419",13081,"GA","Crisp County, GA","High","Low","High","High",140768,4566
"420",13083,"GA","Dade County, GA","Low","Low","Low","Low",92618,2319
"421",13085,"GA","Dawson County, GA","Low","Low","High","Low",617247,8483
"422",13087,"GA","Decatur County, GA","Low","Low","Low","High",526078,17637
"423",13089,"GA","DeKalb County, GA","High","Low","Low","High",5401884,91597
"424",13091,"GA","Dodge County, GA","Low","Low","Low","High",1256120,14250
"425",13093,"GA","Dooly County, GA","High","Low","High","High",81212,3837
"426",13095,"GA","Dougherty County, GA","High","Low","Low","High",737932,45256
"427",13097,"GA","Douglas County, GA","High","Low","High","High",7625374,89786
"428",13099,"GA","Early County, GA","Low","Low","Low","High",113959,8294
"429",13101,"GA","Echols County, GA","Low","Low","Low","Low",52489,344
"430",13103,"GA","Effingham County, GA","Low","Low","Low","High",505435,5778
"431",13105,"GA","Elbert County, GA","High","Low","High","High",196733,2642
"432",13107,"GA","Emanuel County, GA","High","Low","Low","High",183614,5422
"433",13109,"GA","Evans County, GA","Low","Low","Low","High",74367,1212
"434",13111,"GA","Fannin County, GA","Low","Low","High","Low",260326,7522
"435",13113,"GA","Fayette County, GA","Low","Low","Low","High",3613942,51720
"436",13115,"GA","Floyd County, GA","Low","Low","Low","High",1279245,31127
"437",13117,"GA","Forsyth County, GA","Low","Low","Low","High",2559947,29525
"438",13119,"GA","Franklin County, GA","Low","Low","Low","Low",10867139,218177
"439",13121,"GA","Fulton County, GA","High","Low","High","High",6308351,131880
"440",13123,"GA","Gilmer County, GA","Low","Low","Low","Low",196111,3045
"441",13125,"GA","Glascock County, GA","Low","Low","High","Low",10234,293
"442",13127,"GA","Glynn County, GA","Low","Low","Low","High",631255,15373
"443",13129,"GA","Gordon County, GA","Low","Low","High","Low",415333,8400
"444",13131,"GA","Grady County, GA","Low","Low","Low","High",411589,6576
"445",13133,"GA","Greene County, GA","Low","Low","Low","High",3436801,66823
"446",13135,"GA","Gwinnett County, GA","Low","Low","High","High",5663706,80659
"447",13137,"GA","Habersham County, GA","Low","Low","Low","Low",355502,13679
"448",13139,"GA","Hall County, GA","Low","Low","Low","Low",2545014,43410
"449",13141,"GA","Hancock County, GA","High","Low","High","High",1085616,34013
"450",13143,"GA","Haralson County, GA","Low","Low","High","Low",132430,2719
"451",13145,"GA","Harris County, GA","Low","Low","Low","High",24060050,438601
"452",13147,"GA","Hart County, GA","Low","Low","High","High",183202,3087
"453",13149,"GA","Heard County, GA","Low","Low","Low","Low",48328,1205
"454",13151,"GA","Henry County, GA","High","Low","Low","High",2529359,40412
"455",13153,"GA","Houston County, GA","Low","Low","High","High",1478038,25170
"456",13155,"GA","Irwin County, GA","Low","Low","Low","High",59714,1277
"457",13157,"GA","Jackson County, GA","Low","Low","Low","Low",5185892,90335
"458",13159,"GA","Jasper County, GA","Low","Low","High","High",868084,22454
"459",13161,"GA","Jeff Davis County, GA","Low","Low","High","High",139295,3623
"460",13163,"GA","Jefferson County, GA","Low","Low","Low","High",15825803,309081
"461",13165,"GA","Jenkins County, GA","Low","Low","High","High",72480,5299
"462",13167,"GA","Johnson County, GA","Low","Low","Low","High",6158315,100998
"463",13169,"GA","Jones County, GA","Low","Low","Low","High",1032599,21862
"464",13171,"GA","Lamar County, GA","Low","Low","Low","High",846003,18874
"465",13173,"GA","Lanier County, GA","Low","Low","Low","High",60211,1339
"466",13175,"GA","Laurens County, GA","Low","Low","Low","High",676294,21952
"467",13177,"GA","Lee County, GA","Low","Low","Low","High",7279484,145230
"468",13179,"GA","Liberty County, GA","Low","Low","Low","High",690322,14006
"469",13181,"GA","Lincoln County, GA","Low","Low","Low","High",2971136,39319
"470",13183,"GA","Long County, GA","Low","Low","Low","High",45491,629
"471",13185,"GA","Lowndes County, GA","Low","Low","High","High",1336373,30891
"472",13187,"GA","Lumpkin County, GA","Low","Low","Low","Low",168061,2542
"473",13189,"GA","McDuffie County, GA","High","Low","Low","High",122993,3090
"474",13191,"GA","McIntosh County, GA","Low","Low","Low","High",160967,3124
"475",13193,"GA","Macon County, GA","High","Low","High","High",1126553,24443
"476",13195,"GA","Madison County, GA","Low","Low","High","Low",7167895,123804
"477",13197,"GA","Marion County, GA","Low","Low","Low","High",11139856,313433
"478",13199,"GA","Meriwether County, GA","High","Low","Low","High",115814,2402
"479",13201,"GA","Miller County, GA","Low","Low","Low","High",409114,4633
"480",13205,"GA","Mitchell County, GA","Low","Low","Low","High",337344,12809
"481",13207,"GA","Monroe County, GA","Low","Low","Low","High",5435794,166229
"482",13209,"GA","Montgomery County, GA","Low","Low","Low","High",17144036,540993
"483",13211,"GA","Morgan County, GA","Low","Low","Low","High",1889018,36521
"484",13213,"GA","Murray County, GA","High","Low","Low","Low",321567,2965
"485",13215,"GA","Muscogee County, GA","High","Low","High","High",1141744,28706
"486",13217,"GA","Newton County, GA","High","Low","Low","High",846183,26622
"487",13219,"GA","Oconee County, GA","Low","Low","High","Low",551264,9872
"488",13221,"GA","Oglethorpe County, GA","Low","Low","Low","High",75402,2391
"489",13223,"GA","Paulding County, GA","Low","Low","High","High",694711,11293
"490",13225,"GA","Peach County, GA","Low","Low","Low","High",137833,4225
"491",13227,"GA","Pickens County, GA","Low","Low","High","Low",1027224,15334
"492",13229,"GA","Pierce County, GA","Low","Low","Low","Low",2653968,53813
"493",13231,"GA","Pike County, GA","Low","Low","High","Low",1217585,25991
"494",13233,"GA","Polk County, GA","Low","Low","Low","High",9066243,176153
"495",13235,"GA","Pulaski County, GA","Low","Low","Low","High",2631847,45017
"496",13237,"GA","Putnam County, GA","Low","Low","Low","High",2291169,50448
"497",13239,"GA","Quitman County, GA","Low","Low","Low","High",78776,1073
"498",13241,"GA","Rabun County, GA","Low","Low","Low","Low",75976,1639
"499",13243,"GA","Randolph County, GA","Low","Low","Low","High",1545414,31971
"500",13245,"GA","Richmond County, GA","High","Low","High","High",6155162,310502
"501",13247,"GA","Rockdale County, GA","High","Low","Low","High",389112,7592
"502",13249,"GA","Schley County, GA","Low","Low","High","High",22992,405
"503",13251,"GA","Screven County, GA","High","Low","Low","High",70299,2155
"504",13253,"GA","Seminole County, GA","Low","Low","Low","High",2005965,39580
"505",13255,"GA","Spalding County, GA","High","Low","High","High",318629,12412
"506",13257,"GA","Stephens County, GA","Low","Low","Low","Low",393092,8422
"507",13259,"GA","Stewart County, GA","Low","Low","Low","High",144697,3575
"508",13261,"GA","Sumter County, GA","High","Low","Low","High",1413873,47209
"509",13263,"GA","Talbot County, GA","Low","Low","Low","High",148271,2378
"510",13265,"GA","Taliaferro County, GA","High","Low","Low","High",4573,0
"511",13267,"GA","Tattnall County, GA","Low","Low","Low","High",151791,2484
"512",13269,"GA","Taylor County, GA","High","Low","Low","High",1363749,20610
"513",13271,"GA","Telfair County, GA","High","Low","Low","High",86160,3553
"514",13273,"GA","Terrell County, GA","High","Low","Low","High",84367,7721
"515",13275,"GA","Thomas County, GA","Low","Low","Low","High",362230,13626
"516",13277,"GA","Tift County, GA","Low","Low","Low","High",372076,11443
"517",13279,"GA","Toombs County, GA","Low","Low","Low","High",236365,7624
"518",13281,"GA","Towns County, GA","Low","Low","Low","Low",67023,2448
"519",13283,"GA","Treutlen County, GA","Low","Low","High","High",48465,1570
"520",13285,"GA","Troup County, GA","High","Low","Low","High",596588,17978
"521",13287,"GA","Turner County, GA","High","Low","Low","High",138992,7600
"522",13289,"GA","Twiggs County, GA","High","Low","High","High",36221,1687
"523",13291,"GA","Union County, GA","Low","Low","Low","Low",7907543,375912
"524",13293,"GA","Upson County, GA","Low","Low","Low","High",207983,13832
"525",13295,"GA","Walker County, GA","Low","Low","Low","Low",1575799,33502
"526",13297,"GA","Walton County, GA","Low","Low","Low","High",845905,16723
"527",13299,"GA","Ware County, GA","Low","Low","Low","High",351196,10827
"528",13301,"GA","Warren County, GA","Low","Low","Low","High",3739324,89759
"529",13303,"GA","Washington County, GA","Low","Low","Low","High",10598749,179119
"530",13305,"GA","Wayne County, GA","Low","Low","Low","High",12133399,793453
"531",13307,"GA","Webster County, GA","Low","Low","Low","High",663612,9710
"532",13309,"GA","Wheeler County, GA","High","Low","Low","High",75507,2239
"533",13311,"GA","White County, GA","Low","Low","Low","Low",832486,14940
"534",13313,"GA","Whitfield County, GA","High","Low","Low","Low",1002619,11427
"535",13315,"GA","Wilcox County, GA","Low","Low","Low","High",170519,7781
"536",13317,"GA","Wilkes County, GA","Low","Low","Low","High",382913,7283
"537",13319,"GA","Wilkinson County, GA","Low","Low","Low","High",127322,7049
"538",15001,"HI","Hawaii County, HI","High","Low","Low","High",164214,3156
"539",15003,"HI","Honolulu County/city, HI","High","Low","Low","High",1842606,21421
"540",15007,"HI","Kauai County, HI","High","Low","Low","High",15271,37
"541",15009,"HI","Maui County, HI","High","Low","High","High",107138,2607
"542",16001,"ID","Ada County, ID","Low","Low","High","Low",3020647,30364
"543",16003,"ID","Adams County, ID","High","Low","High","Low",4493161,83550
"544",16005,"ID","Bannock County, ID","Low","Low","High","Low",396378,2714
"545",16007,"ID","Bear Lake County, ID","Low","Low","High","Low",15520,124
"546",16009,"ID","Benewah County, ID","High","Low","High","Low",31014,394
"547",16011,"ID","Bingham County, ID","Low","Low","High","Low",251072,2820
"548",16013,"ID","Blaine County, ID","High","Low","Low","Low",279691,2957
"549",16015,"ID","Boise County, ID","High","Low","High","Low",16399,254
"550",16017,"ID","Bonner County, ID","High","Low","Low","Low",100177,491
"551",16019,"ID","Bonneville County, ID","Low","Low","Low","Low",717787,5842
"552",16021,"ID","Boundary County, ID","Low","Low","Low","Low",29320,274
"553",16023,"ID","Butte County, ID","Low","Low","High","Low",579966,8016
"554",16025,"ID","Camas County, ID","Low","Low","High","Low",5064,0
"555",16027,"ID","Canyon County, ID","Low","Low","High","Low",1778085,18494
"556",16029,"ID","Caribou County, ID","Low","Low","High","Low",37389,627
"557",16031,"ID","Cassia County, ID","Low","Low","Low","Low",215304,1578
"558",16033,"ID","Clark County, ID","Low","Low","Low","Low",17233114,317066
"559",16035,"ID","Clearwater County, ID","High","Low","Low","Low",70243,575
"560",16037,"ID","Custer County, ID","Low","Low","Low","Low",346670,3814
"561",16039,"ID","Elmore County, ID","Low","Low","Low","Low",657655,10636
"562",16041,"ID","Franklin County, ID","Low","Low","Low","Low",10867139,218177
"563",16043,"ID","Fremont County, ID","Low","Low","Low","Low",580371,5763
"564",16045,"ID","Gem County, ID","Low","Low","Low","Low",88522,818
"565",16047,"ID","Gooding County, ID","Low","Low","High","Low",91135,754
"566",16049,"ID","Idaho County, ID","High","Low","Low","Low",60087,556
"567",16051,"ID","Jefferson County, ID","Low","Low","Low","Low",15825803,309081
"568",16053,"ID","Jerome County, ID","Low","Low","Low","Low",200387,1757
"569",16055,"ID","Kootenai County, ID","High","Low","Low","Low",776898,8134
"570",16057,"ID","Latah County, ID","Low","Low","Low","Low",143270,152
"571",16059,"ID","Lemhi County, ID","High","Low","Low","Low",34816,423
"572",16061,"ID","Lewis County, ID","High","Low","High","Low",360387,7180
"573",16063,"ID","Lincoln County, ID","Low","Low","Low","Low",2971136,39319
"574",16065,"ID","Madison County, ID","Low","Low","High","Low",7167895,123804
"575",16067,"ID","Minidoka County, ID","Low","Low","High","Low",183280,1527
"576",16069,"ID","Nez Perce County, ID","Low","Low","High","Low",182684,6089
"577",16071,"ID","Oneida County, ID","Low","Low","Low","Low",917389,30671
"578",16073,"ID","Owyhee County, ID","Low","Low","Low","Low",75039,1066
"579",16075,"ID","Payette County, ID","Low","Low","High","Low",179449,1755
"580",16077,"ID","Power County, ID","Low","Low","Low","Low",49849,269
"581",16079,"ID","Shoshone County, ID","High","Low","High","Low",52348,2656
"582",16081,"ID","Teton County, ID","Low","Low","Low","Low",225730,640
"583",16083,"ID","Twin Falls County, ID","Low","Low","Low","Low",667360,11173
"584",16085,"ID","Valley County, ID","High","Low","Low","Low",85299,749
"585",16087,"ID","Washington County, ID","Low","Low","Low","Low",10598749,179119
"586",17001,"IL","Adams County, IL","Low","Low","High","Low",4493161,83550
"587",17003,"IL","Alexander County, IL","High","Low","High","High",182488,1887
